input,required-output,baseline-output,finetune-output,Result Baseline,Result Finetuned,
"Question: What is the overall no-show rate?

Available database schema:
Tables:
- patients (patient_id, first_name, last_name, date_of_birth, gender, state, insurance_type, registration_date)
- appointments (appointment_id, patient_id, provider_id, appointment_date, appointment_type, status, duration_min, no_show)
- providers (provider_id, first_name, last_name, specialty, department_id, hire_date, status)
- diagnoses (diagnosis_id, patient_id, appointment_id, icd_code, description, diagnosed_date, severity)
- billing (billing_id, patient_id, appointment_id, service_date, billed_amount, paid_amount, insurance_paid, balance, status)
- medications (medication_id, patient_id, drug_name, dosage, prescribed_date, end_date, provider_id)","{'questionAnswerable': True, 'requiresChart': False, 'requiresTextOutput': True, 'chartType': None, 'chartDetails': None, 'notAnswerableReason': None}","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': True, 'notAnswerableReason': 'The question does not match the provided database schema.'}","{'questionAnswerable': True, 'requiresChart': False, 'requiresTextOutput': True, 'chartType': None, 'chartDetails': None, 'notAnswerableReason': None}",Fail,Pass,
"Question: Appointment volume by specialty

Available database schema:
Tables:
- patients (patient_id, first_name, last_name, date_of_birth, gender, state, insurance_type, registration_date)
- appointments (appointment_id, patient_id, provider_id, appointment_date, appointment_type, status, duration_min, no_show)
- providers (provider_id, first_name, last_name, specialty, department_id, hire_date, status)
- diagnoses (diagnosis_id, patient_id, appointment_id, icd_code, description, diagnosed_date, severity)
- billing (billing_id, patient_id, appointment_id, service_date, billed_amount, paid_amount, insurance_paid, balance, status)
- medications (medication_id, patient_id, drug_name, dosage, prescribed_date, end_date, provider_id)","{'questionAnswerable': True, 'requiresChart': True, 'requiresTextOutput': False, 'chartType': 'bar', 'chartDetails': 'Appointment volume by specialty, bar chart with specialty on x-axis and appointment count on y-axis sorted descending', 'notAnswerableReason': None}",,"{'questionAnswerable': True, 'requiresChart': True, 'requiresTextOutput': False, 'chartType': 'bar', 'chartDetails': 'Appointment volume by specialty, bar chart', 'notAnswerableReason': None}",,Pass,
"Question: How many new patients registered last quarter?

Available database schema:
Tables:
- patients (patient_id, first_name, last_name, date_of_birth, gender, state, insurance_type, registration_date)
- appointments (appointment_id, patient_id, provider_id, appointment_date, appointment_type, status, duration_min, no_show)
- providers (provider_id, first_name, last_name, specialty, department_id, hire_date, status)
- diagnoses (diagnosis_id, patient_id, appointment_id, icd_code, description, diagnosed_date, severity)
- billing (billing_id, patient_id, appointment_id, service_date, billed_amount, paid_amount, insurance_paid, balance, status)
- medications (medication_id, patient_id, drug_name, dosage, prescribed_date, end_date, provider_id)","{'questionAnswerable': True, 'requiresChart': False, 'requiresTextOutput': True, 'chartType': None, 'chartDetails': None, 'notAnswerableReason': None}","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': True, 'notAnswerableReason': 'patients table not in schema'}","{'questionAnswerable': True, 'requiresChart': False, 'requiresTextOutput': True, 'chartType': None, 'chartDetails': None, 'notAnswerableReason': None}",Fail,Pass,
"Question: Outstanding billing balance trend by month

Available database schema:
Tables:
- patients (patient_id, first_name, last_name, date_of_birth, gender, state, insurance_type, registration_date)
- appointments (appointment_id, patient_id, provider_id, appointment_date, appointment_type, status, duration_min, no_show)
- providers (provider_id, first_name, last_name, specialty, department_id, hire_date, status)
- diagnoses (diagnosis_id, patient_id, appointment_id, icd_code, description, diagnosed_date, severity)
- billing (billing_id, patient_id, appointment_id, service_date, billed_amount, paid_amount, insurance_paid, balance, status)
- medications (medication_id, patient_id, drug_name, dosage, prescribed_date, end_date, provider_id)","{'questionAnswerable': True, 'requiresChart': True, 'requiresTextOutput': False, 'chartType': 'line', 'chartDetails': 'Outstanding billing balance trend by month, line chart with month on x-axis and total outstanding balance on y-axis', 'notAnswerableReason': None}",,"{'questionAnswerable': True, 'requiresChart': True, 'requiresTextOutput': False, 'chartType': 'line', 'chartDetails': 'Outstanding billing balance trend by month, line chart', 'notAnswerableReason': None}",,Pass,
"Question: What is the Net Promoter Score for our members?

Available database schema:
Tables:
- dim_person (person_id, first_name, last_name, gender, age_at_join, join_date, state, city, county, zipcode, country, ethnicity, title, email, phone, join_source)
- fact_membership (membership_id, person_id, product_id, start_date, end_date, is_renewed, is_recurring, churn_reason, dues_paid_thru_date, membership_subscription_id, order_id)
- dim_product (product_id, product_name, product_type, price, category)
- dim_order (order_id, person_id, total_amount, order_date, payment_status, channel)
- dim_membership_status (status_id, status, description)
- dim_payment (payment_id, order_id, payment_method, amount, payment_date, status)","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': False, 'chartType': None, 'chartDetails': None, 'notAnswerableReason': 'NPS score data is not available in the schema. No survey or NPS tables found.'}","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': True, 'notAnswerableReason': 'Net Promoter Score is not a standard metric in the provided database schema'}","{'questionAnswerable': True, 'requiresChart': True, 'requiresTextOutput': False, 'chartType': 'bar', 'chartDetails': 'What is the Net Promoter Score for our members, bar chart', 'notAnswerableReason': None}",Fail,Fail,
"Question: What is the social media sentiment for our top products?

Available database schema:
Tables:
- customers (customer_id, first_name, last_name, email, city, state, country, age, gender, signup_date, customer_segment)
- orders (order_id, customer_id, order_date, total_amount, status, channel, shipping_cost)
- order_items (item_id, order_id, product_id, quantity, unit_price, discount_pct)
- products (product_id, product_name, category, sub_category, brand, cost_price, selling_price, stock_qty)
- payments (payment_id, order_id, payment_method, amount, payment_date, status)
- returns (return_id, order_id, item_id, reason, return_date, refund_amount, status)","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': False, 'chartType': None, 'chartDetails': None, 'notAnswerableReason': 'Social media sentiment data is not available in the schema. No social media or sentiment analysis tables found.'}","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': True, 'notAnswerableReason': 'social media sentiment is not in the schema'}","{'questionAnswerable': True, 'requiresChart': True, 'requiresTextOutput': False, 'chartType': 'bar', 'chartDetails': 'What is the social media sentiment for our top products, bar chart', 'notAnswerableReason': None}",Fail,Fail,
"Question: What is the employee satisfaction score by team?

Available database schema:
Tables:
- employees (employee_id, first_name, last_name, department_id, job_title, hire_date, termination_date, salary, gender, age, state, employment_status)
- departments (department_id, department_name, manager_id, location, annual_budget)
- performance_reviews (review_id, employee_id, review_date, rating, comments, reviewer_id)
- leave_requests (request_id, employee_id, leave_type, start_date, end_date, days_taken, status)
- payroll (payroll_id, employee_id, pay_period_start, pay_period_end, base_salary, bonus, overtime_pay, deductions, net_pay)","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': False, 'chartType': None, 'chartDetails': None, 'notAnswerableReason': 'Employee satisfaction survey data is not available in the schema. No survey or satisfaction score tables found.'}","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': True, 'notAnswerableReason': 'data not in the schema'}","{'questionAnswerable': True, 'requiresChart': True, 'requiresTextOutput': False, 'chartType': 'bar', 'chartDetails': 'What is the employee satisfaction score by team, bar chart', 'notAnswerableReason': None}",Fail,Fail,
"Question: Show me a geographic heatmap with lat/long coordinates of user sessions

Available database schema:
Tables:
- accounts (account_id, company_name, plan_type, signup_date, mrr, arr, status, country, industry)
- users (user_id, account_id, email, role, created_at, last_login, is_active)
- subscriptions (sub_id, account_id, plan_id, start_date, end_date, monthly_amount, billing_cycle, is_active)
- events (event_id, user_id, event_type, event_name, occurred_at, session_id, device_type)
- invoices (invoice_id, account_id, amount, issue_date, due_date, paid_date, status)
- support_tickets (ticket_id, account_id, user_id, subject, priority, created_at, resolved_at, status)","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': False, 'chartType': None, 'chartDetails': None, 'notAnswerableReason': 'Geographic coordinates (latitude/longitude) are not available in the schema. The events table does not contain location coordinate data.'}",,"{'questionAnswerable': True, 'requiresChart': True, 'requiresTextOutput': False, 'chartType': 'heatmap', 'chartDetails': 'Show me a geographic heatmap with lat/long coordinates of user sessions, heatmap chart', 'notAnswerableReason': None}",,Fail,
"Question: What are patient satisfaction scores by provider for last quarter?

Available database schema:
Tables:
- patients (patient_id, first_name, last_name, date_of_birth, gender, state, insurance_type, registration_date)
- appointments (appointment_id, patient_id, provider_id, appointment_date, appointment_type, status, duration_min, no_show)
- providers (provider_id, first_name, last_name, specialty, department_id, hire_date, status)
- diagnoses (diagnosis_id, patient_id, appointment_id, icd_code, description, diagnosed_date, severity)
- billing (billing_id, patient_id, appointment_id, service_date, billed_amount, paid_amount, insurance_paid, balance, status)
- medications (medication_id, patient_id, drug_name, dosage, prescribed_date, end_date, provider_id)","{'questionAnswerable': False, 'requiresChart': False, 'requiresTextOutput': False, 'chartType': None, 'chartDetails': None, 'notAnswerableReason': 'Patient satisfaction score data is not available in the schema. No patient feedback or satisfaction survey tables found.'}",,"{'questionAnswerable': True, 'requiresChart': True, 'requiresTextOutput': False, 'chartType': 'bar', 'chartDetails': 'What are patient satisfaction scores by provider for last quarter, bar chart', 'notAnswerableReason': None}",,Fail,
,,,,,,
,,,,,,
Resut Total,Base,Finetunned,,,,
Pass,15,43,,,,
Fail,41,17,,,,
None,9,5,,,,
,,,,,,
Acc %,23.07692308,66.15384615,,90%,,
,,,,58.5,,
